timestamp,elapsed_ms,BMS_TX_STATE_10.IMD_Res_Neg_kohm,BMS_TX_STATE_10.IMD_Res_Pos_kohm,BMS_TX_STATE_5.Volt_1_x10_V,BMS_TX_STATE_5.Volt_2_x10_V,BMS_TX_STATE_6.Cell_Avg_V,BMS_TX_STATE_6.Cell_Max_V,BMS_TX_STATE_6.Cell_Min_V,BMS_TX_STATE_7.Cell_Temp_Avg_degC,BMS_TX_STATE_7.Cell_Temp_Max_degC,BMS_TX_STATE_7.Cell_Temp_Min_degC,BMS_TX_STATE_7.Temp_1_degC,BMS_TX_STATE_7.Temp_2_degC,BMS_TX_STATE_7.Temp_3_degC,BMS_TX_STATE_7.Temp_4_degC,M160_Temperature_Set_1.INV_Module_A_Temp,M160_Temperature_Set_1.INV_Module_B_Temp,M160_Temperature_Set_1.INV_Module_C_Temp,M162_Temperature_Set_3.INV_Hot_Spot_Temp,M162_Temperature_Set_3.INV_Motor_Temp,M166_Current_Info.INV_DC_Bus_Current,M167_Voltage_Info.INV_DC_Bus_Voltage
2025-03-12T12:09:14.789957,0,71.1173996024565,42.50505461579459,58.54917778790577,92.98890176318265,58.09808602340769,65.68950466463022,34.89537823152371,78.64364880389371,85.5919929638064,34.78847020211969,69.701945385875,97.62400503645381,48.40542360737159,98.93161336136035,26.93553601099441,9.413484804462202,71.64406675231349,76.59498977172362,68.24618599478234,82.94845413483586,93.52022655666453
2025-03-12T12:09:14.840502,51,71.1173996024565,42.50505461579459,58.54917778790577,92.98890176318265,58.09808602340769,65.68950466463022,34.89537823152371,78.64364880389371,85.5919929638064,34.78847020211969,69.701945385875,97.62400503645381,48.40542360737159,98.93161336136035,26.93553601099441,9.413484804462202,71.64406675231349,76.59498977172362,68.24618599478234,82.94845413483586,93.52022655666453
2025-03-12T12:09:14.890697,101,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:14.940987,151,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:14.991333,201,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:15.041715,252,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:15.092102,302,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:15.142482,353,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:15.192749,403,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
2025-03-12T12:09:15.243268,453,97.2361838057797,92.57454753294539,27.14854259330066,10.947495212511472,35.02586054773214,9.045678775740207,62.437423843166926,75.54361413206601,39.190851063756625,31.279593111662685,94.03930080002118,87.11410701150463,12.732864847522862,69.65347316562338,75.21806528187412,85.86150364211447,44.79748879579431,19.44118305696888,27.727278869138495,61.072371142710416,97.36497674216353
